id,version,source,tags,confidence,review_status,created_date,updated_date,approval,domain,industry,intent,complexity,input,expected_output_type
e8560a66-dac2-480b-bb12-75ead8efe1f2,1.1,standards_corpus,"[""migration"", ""monitoring"", ""deployment""]",0.9,reviewed,2024-09-02T05:14:14.913082,2026-07-13T05:14:14.913082,conditional,frontend,education,migration_planning,medium,Design RESTful APIs for workflow orchestration engine with API key authentication,runbook
48a49107-88aa-40f1-bfc8-610e442e378c,2.0,domain_expert,"[""lld"", ""security"", ""performance""]",0.75,draft,2025-10-28T05:14:14.913115,2026-07-13T05:14:14.913115,pending,devops,defense,migration_planning,trivial,Expand the use case 'smart meter data analytics' into detailed functional specifications,performance_report
c3acf6eb-9722-4d48-8680-c6ed35cafce7,1.1,domain_expert,"[""migration"", ""database"", ""industrial""]",0.93,rejected,2024-09-04T05:14:14.913149,2026-07-13T05:14:14.913149,approved,enterprise_architecture,energy,generate_prd,high,Architect an edge computing solution for cold chain temperature monitoring with sub-second latency,architecture_diagram
49b46234-8f67-4adb-a558-cf00596a9a0d,1.0,template_expansion,"[""monitoring"", ""migration"", ""hld""]",0.8,approved,2025-09-21T05:14:14.913183,2026-07-13T05:14:14.913183,conditional,networking,finance,generate_srs,high,Design the caching strategy for order management system to reduce resource utilization by 70%,performance_report
d9fb1cc9-b0d7-4b34-b277-171fa1c85b53,1.1,standards_corpus,"[""architecture"", ""lld"", ""api""]",0.86,approved,2025-12-30T05:14:14.913218,2026-07-13T05:14:14.913218,conditional,devops,defense,optimization,critical,Analyze the failure modes of load balancer in edge cluster,risk_matrix
e59d0759-882a-4857-b1ad-f5929208c7b6,2.0,domain_expert,"[""industrial"", ""migration"", ""security""]",0.8,approved,2024-09-16T05:14:14.913252,2026-07-13T05:14:14.913252,approved,cloud,energy,data_pipeline_design,medium,Design the monitoring and alerting infrastructure for digital twin platform on PTC ThingWorx,performance_report
c00d4ae6-9db7-4852-a16d-5f2229ca0254,2.0,domain_expert,"[""api"", ""industrial"", ""security""]",0.9,pending_review,2026-04-29T05:14:14.913287,2026-07-13T05:14:14.913287,pending,software_engineering,chemicals,database_design,medium,"Generate a high-level design document for secrets management vault supporting real-time dashboards, alerting, reporting, and API access",security_policy
102e4e44-e974-4e54-8760-5034abf2dbcb,1.2,organizational_knowledge,"[""api"", ""cloud"", ""deployment""]",0.85,reviewed,2026-01-26T05:14:14.913325,2026-07-13T05:14:14.913325,pending,cloud,real_estate,monitoring_setup,high,Optimize error rate for environmental monitoring system currently experiencing connection pool exhaustion,compliance_report
6b14a17d-934f-4049-8252-232b4b1c5f87,2.0,organizational_knowledge,"[""performance"", ""iot"", ""security""]",0.92,pending_review,2025-05-15T05:14:14.913360,2026-07-13T05:14:14.913360,conditional,enterprise_architecture,government,integration_design,trivial,Troubleshoot GC pauses occurring in fleet management platform deployed on hybrid cloud (AWS + on-prem),performance_report
699a1d43-76e8-4fe0-937e-cec9fb115244,1.0,template_expansion,"[""api"", ""hld"", ""architecture""]",0.7,pending_review,2024-11-18T05:14:14.913395,2026-07-13T05:14:14.913395,pending,database,maritime,analyze_failure,trivial,Create a Integration Design Document for remote diagnostics platform that handles multi-tenant isolation,api_specification
dbc82185-aee1-4a41-b80b-129c0a9b19d3,1.1,standards_corpus,"[""security"", ""deployment"", ""industrial""]",0.8,approved,2025-05-31T05:14:14.913429,2026-07-13T05:14:14.913429,pending,enterprise_architecture,chemicals,disaster_recovery,trivial,Design a disaster recovery plan for warehouse automation system with RPO of 0 minutes and RTO of 5 minutes,test_plan
f8ac1cc0-4ffb-45a6-91d6-eff3a12ca631,1.0,template_expansion,"[""cloud"", ""industrial"", ""hld""]",0.95,rejected,2024-09-08T05:14:14.913465,2026-07-13T05:14:14.913465,pending,networking,government,analyze_failure,trivial,Analyze the performance bottlenecks in search engine cluster under seasonal load,api_specification
1540fb3d-2530-4155-af34-2572be626908,1.1,template_expansion,"[""cloud"", ""security"", ""architecture""]",0.92,reviewed,2025-08-12T05:14:14.913497,2026-07-13T05:14:14.913497,approved,industrial_iot,education,generate_prd,trivial,Expand the use case 'HVAC energy optimization in data centers' into detailed functional specifications,runbook
29130d74-b3ab-49f6-85cb-8e0b2a221e41,1.0,organizational_knowledge,"[""lld"", ""architecture"", ""api""]",0.85,reviewed,2025-07-19T05:14:14.913530,2026-07-13T05:14:14.913530,conditional,ai_ml,energy,generate_srs,low,"Estimate the capacity requirements for load balancer cluster serving 10,000 users",database_schema
0f209d7b-fb2d-4cfc-bf05-d20f8bc5557f,1.2,engineering_seed,"[""migration"", ""monitoring"", ""iot""]",0.85,pending_review,2026-06-03T05:14:14.913564,2026-07-13T05:14:14.913564,approved,enterprise_architecture,oil_and_gas,generate_architecture,high,Design RESTful APIs for order management system with mTLS authentication,runbook
cd3d319a-1482-4eb5-bbcd-366ab1459b4b,1.1,template_expansion,"[""industrial"", ""deployment"", ""iot""]",0.72,draft,2025-02-09T05:14:14.913598,2026-07-13T05:14:14.913598,conditional,industrial_iot,agriculture,generate_brd,critical,Analyze the performance bottlenecks in quality management system under seasonal load,solution_blueprint
3626a1a4-3406-4cb8-8d43-3475addb15ca,2.0,engineering_seed,"[""hld"", ""security"", ""migration""]",0.97,pending_review,2025-04-08T05:14:14.913632,2026-07-13T05:14:14.913632,pending,data_engineering,retail,generate_srs,trivial,"Design an IoT telemetry pipeline for 50,000 sensors reporting every 30 seconds",monitoring_dashboard
b3de14b3-b6b8-432e-8315-e2e24198b82a,2.0,engineering_seed,"[""industrial"", ""lld"", ""migration""]",0.88,pending_review,2024-12-06T05:14:14.913667,2026-07-13T05:14:14.913667,pending,cloud,education,api_design,low,Migrate on-premises Oracle DB to PTC ThingWorx while maintaining backward compatibility,cost_analysis
ea9f9f09-024b-4c50-8d6b-fc74dcc3f014,2.0,domain_expert,"[""industrial"", ""deployment"", ""api""]",0.71,pending_review,2025-09-24T05:14:14.913699,2026-07-13T05:14:14.913699,pending,data_engineering,smart_cities,api_design,trivial,Analyze the failure modes of load balancer in factory floor,performance_report
f861918a-1dfb-44d4-b699-1b5d8f5349ff,2.0,engineering_seed,"[""iot"", ""hld"", ""monitoring""]",0.74,pending_review,2024-09-21T05:14:14.913732,2026-07-13T05:14:14.913732,pending,cloud,water_management,generate_prs,medium,Design the monitoring and alerting infrastructure for fraud detection system on PTC ThingWorx,monitoring_dashboard
4c77b340-2aa4-47b4-aba3-e98e88f7c3a8,1.0,template_expansion,"[""iot"", ""deployment"", ""performance""]",0.93,pending_review,2025-02-23T05:14:14.913765,2026-07-13T05:14:14.913765,approved,data_engineering,agriculture,generate_srs,medium,Create a low-level design for the monitoring stack module of remote diagnostics platform,migration_script
94521124-c4e6-4f0a-95d5-feb2dcbb8860,1.0,organizational_knowledge,"[""iot"", ""cloud"", ""monitoring""]",0.89,rejected,2024-11-26T05:14:14.913806,2026-07-13T05:14:14.913806,approved,automation,food_and_beverage,integration_design,low,Design a CI/CD pipeline for container orchestration platform deploying to multi-cloud (AWS + Azure),cost_analysis
89e2d2eb-04c7-4c76-9f8b-e0862eba824d,1.1,engineering_seed,"[""architecture"", ""deployment"", ""iot""]",0.71,approved,2024-10-21T05:14:14.913840,2026-07-13T05:14:14.913840,pending,enterprise_architecture,agriculture,database_design,low,Architect a multi-tenant inventory management system with row-level isolation,performance_report
5552ac74-2a8c-4719-9c00-6712cc38f12b,1.0,standards_corpus,"[""iot"", ""migration"", ""security""]",0.81,reviewed,2024-12-19T05:14:14.913873,2026-07-13T05:14:14.913873,pending,database,retail,disaster_recovery,low,Review the TypeScript codebase of secrets management vault for readability,database_schema
c7b7e989-8948-48a2-b000-db44ec43feaf,1.0,standards_corpus,"[""migration"", ""iot"", ""performance""]",0.79,pending_review,2025-05-17T05:14:14.913907,2026-07-13T05:14:14.913907,conditional,database,construction,code_review,low,Create a Security Assessment Report for inventory management system that handles offline capability,monitoring_dashboard
196e9338-eebe-42e5-b4b8-940dbcac01ee,1.1,domain_expert,"[""performance"", ""database"", ""cloud""]",0.71,draft,2025-07-24T05:14:14.913940,2026-07-13T05:14:14.913940,pending,security,insurance,devops_pipeline,medium,Design a real-time event processing system for cold chain temperature monitoring using Apache Kafka,risk_matrix
18445f39-f669-4f08-8d04-a3fcb49e1435,1.2,organizational_knowledge,"[""performance"", ""architecture"", ""migration""]",0.87,reviewed,2025-09-25T05:14:14.913973,2026-07-13T05:14:14.913973,pending,backend,manufacturing,testing_strategy,critical,Design a CI/CD pipeline for identity and access management system deploying to AWS IoT Greengrass,migration_script
92fc3213-49d2-4174-929d-bd4c4c7d3df9,1.2,engineering_seed,"[""architecture"", ""performance"", ""monitoring""]",0.89,reviewed,2025-07-02T05:14:14.914007,2026-07-13T05:14:14.914007,conditional,ai_ml,smart_cities,optimization,low,Optimize cost per transaction for audit trail system currently experiencing cache stampede,database_schema
73c8016d-8d8e-4e66-a1f0-5a75f03181f6,1.1,organizational_knowledge,"[""hld"", ""lld"", ""performance""]",0.72,approved,2025-07-26T05:14:14.914042,2026-07-13T05:14:14.914042,conditional,software_engineering,hospitality,optimization,trivial,Expand the use case 'offshore wind turbine monitoring' into detailed functional specifications,migration_script
bf745bfd-1717-40d0-804a-931371c307ae,1.0,standards_corpus,"[""performance"", ""database"", ""migration""]",0.87,draft,2025-11-05T05:14:14.914075,2026-07-13T05:14:14.914075,conditional,database,food_and_beverage,generate_lld,trivial,Conduct a security review of building automation system handling financial data,monitoring_dashboard
b943f4b3-fc11-4ccc-96c7-b23220e4ad49,2.0,template_expansion,"[""deployment"", ""lld"", ""migration""]",0.77,reviewed,2024-09-19T05:14:14.914109,2026-07-13T05:14:14.914109,approved,data_engineering,retail,generate_architecture,high,"Plan the horizontal scaling strategy for payment processing platform handling 10,000 requests per second",performance_report
3ce8d29e-7a18-414f-9ffc-1fe3a4a74237,2.0,engineering_seed,"[""iot"", ""monitoring"", ""security""]",0.86,pending_review,2026-02-14T05:14:14.914142,2026-07-13T05:14:14.914142,approved,security,finance,disaster_recovery,medium,Architect a multi-tenant SCADA control system with schema-per-tenant isolation,migration_script
93299baa-835f-4754-a7ff-b310b811e7d3,1.2,organizational_knowledge,"[""architecture"", ""lld"", ""cloud""]",0.98,draft,2025-02-14T05:14:14.914177,2026-07-13T05:14:14.914177,conditional,software_engineering,mining,troubleshoot,high,Design the database schema for digital twin platform supporting {scale} {entities},compliance_report
9c9d5af5-733d-4ce6-9b25-62579c2c4597,1.2,engineering_seed,"[""lld"", ""api"", ""architecture""]",0.98,rejected,2026-02-16T05:14:14.914212,2026-07-13T05:14:14.914212,conditional,ai_ml,water_management,code_review,high,Design the database schema for water treatment control system supporting {scale} {entities},capacity_plan
2a137205-1395-4383-858e-38fc0200b8d4,1.0,domain_expert,"[""security"", ""performance"", ""migration""]",0.83,reviewed,2026-03-31T05:14:14.914248,2026-07-13T05:14:14.914248,approved,database,energy,capacity_planning,trivial,Migrate legacy SOAP services to Kubernetes (GKE) while maintaining zero data loss,api_specification
2745e98e-64a1-4a36-b2a8-eadd75c9a4ba,1.2,engineering_seed,"[""deployment"", ""security"", ""industrial""]",0.98,reviewed,2024-10-16T05:14:14.914280,2026-07-13T05:14:14.914280,pending,database,retail,performance_analysis,medium,"Create a comprehensive testing strategy for clinical trial management system covering unit, contract, chaos",runbook
e2fa719b-1eb7-4c51-8f78-06ce39c4210a,2.0,organizational_knowledge,"[""lld"", ""monitoring"", ""database""]",0.71,reviewed,2024-07-25T05:14:14.914314,2026-07-13T05:14:14.914314,conditional,data_engineering,water_management,cost_estimation,critical,Design the database schema for video surveillance analytics platform supporting {scale} {entities},cost_analysis
017af50e-766e-462c-9b97-47a23baee6f7,1.2,engineering_seed,"[""monitoring"", ""architecture"", ""database""]",0.93,draft,2026-06-20T05:14:14.914348,2026-07-13T05:14:14.914348,pending,networking,energy,compliance_audit,trivial,Create a low-level design for the edge gateway module of supply chain visibility platform,cost_analysis
d26a09de-239a-443b-a54a-758f77447578,1.2,organizational_knowledge,"[""lld"", ""architecture"", ""deployment""]",0.87,pending_review,2025-08-27T05:14:14.914381,2026-07-13T05:14:14.914381,approved,ai_ml,media,code_review,low,Design RESTful APIs for supply chain visibility platform with API key authentication,deployment_manifest
14b744b5-0ed2-4d54-9eb8-117d1c6adefc,2.0,organizational_knowledge,"[""lld"", ""api"", ""migration""]",0.92,approved,2024-12-28T05:14:14.914413,2026-07-13T05:14:14.914413,conditional,automation,transportation,monitoring_setup,trivial,Design the database schema for automated testing framework supporting {scale} {entities},security_policy
85e2cb49-a464-4376-9d5b-63f8f15859b1,1.1,template_expansion,"[""architecture"", ""iot"", ""industrial""]",0.74,reviewed,2025-11-02T05:14:14.914447,2026-07-13T05:14:14.914447,conditional,cloud,logistics,testing_strategy,high,Analyze the performance bottlenecks in secrets management vault under seasonal load,runbook
10e44cf5-3e12-4bfc-ad98-797b9fc68e7b,1.2,engineering_seed,"[""security"", ""industrial"", ""api""]",0.89,reviewed,2026-04-20T05:14:14.914481,2026-07-13T05:14:14.914481,pending,automation,transportation,analyze_failure,low,"Generate a high-level design document for automated testing framework supporting real-time dashboards, alerting, reporting, and API access",solution_blueprint
eb2c464b-2b47-481f-bc5d-a064e66b0262,2.0,template_expansion,"[""security"", ""deployment"", ""monitoring""]",0.73,draft,2026-02-20T05:14:14.914514,2026-07-13T05:14:14.914514,approved,business_analysis,food_and_beverage,disaster_recovery,critical,Write a product requirements document for SmartFactory targeting mid-market manufacturing,risk_matrix
bb5c69d3-e585-491a-aaa3-156d4d0f4560,1.2,organizational_knowledge,"[""migration"", ""monitoring"", ""iot""]",0.92,approved,2024-07-25T05:14:14.914547,2026-07-13T05:14:14.914547,pending,embedded,mining,database_design,trivial,Design the monitoring and alerting infrastructure for manufacturing execution system (MES) on edge gateway (ARM),cost_analysis
c58fcfd5-9676-4e21-a62d-a5b9cdccbe31,1.0,standards_corpus,"[""deployment"", ""architecture"", ""api""]",0.83,reviewed,2026-05-18T05:14:14.914580,2026-07-13T05:14:14.914580,pending,electrical,logistics,generate_srs,critical,Optimize p99 latency for environmental monitoring system currently experiencing hot partition,api_specification
894cc607-ba49-4233-9a6b-fa498783cf4a,1.2,organizational_knowledge,"[""performance"", ""database"", ""migration""]",0.93,rejected,2025-11-07T05:14:14.914616,2026-07-13T05:14:14.914616,pending,security,construction,data_pipeline_design,medium,Troubleshoot intermittent timeouts occurring in search engine cluster deployed on PTC ThingWorx,security_policy
a40210a2-3ad1-48e3-8a30-dd364f11d442,2.0,domain_expert,"[""lld"", ""architecture"", ""performance""]",0.77,pending_review,2026-02-24T05:14:14.914650,2026-07-13T05:14:14.914650,conditional,networking,finance,data_pipeline_design,trivial,Design the monitoring and alerting infrastructure for order management system on AWS,api_specification
e9948069-84a8-4664-ad5f-8cad2f549506,1.0,organizational_knowledge,"[""industrial"", ""performance"", ""architecture""]",0.87,draft,2026-06-21T05:14:14.914684,2026-07-13T05:14:14.914684,approved,embedded,government,optimization,low,Review the Rust codebase of warehouse automation system for testability,capacity_plan
8cabb126-9526-4180-9298-dc9debc3938a,2.0,domain_expert,"[""monitoring"", ""api"", ""hld""]",0.75,reviewed,2024-11-09T05:14:14.914717,2026-07-13T05:14:14.914717,approved,data_engineering,finance,generate_prd,trivial,Create a compliance audit report for warehouse automation system against ISO 27001,capacity_plan
21207316-8905-48f8-a73f-21724aecd3eb,1.1,domain_expert,"[""lld"", ""migration"", ""deployment""]",0.72,pending_review,2024-11-20T05:14:14.914750,2026-07-13T05:14:14.914750,conditional,networking,logistics,integration_design,low,Design integration between SCADA and data warehouse using REST API,compliance_report
6a0a3830-234b-45f6-9032-27f88467f4d1,1.0,domain_expert,"[""hld"", ""monitoring"", ""security""]",0.76,draft,2025-07-20T05:14:14.914783,2026-07-13T05:14:14.914783,pending,networking,aerospace,generate_prd,trivial,Analyze the performance bottlenecks in graph database platform under bursty load,risk_matrix
8e15ed06-90be-4db8-9f2b-b4af20482bc6,1.2,domain_expert,"[""performance"", ""architecture"", ""hld""]",0.79,draft,2026-05-24T05:14:14.914824,2026-07-13T05:14:14.914824,pending,business_analysis,logistics,optimization,critical,Plan the deployment of supply chain visibility platform on PTC ThingWorx with 99.95% availability,migration_script
b0be721e-0d3a-47bc-82cc-84acdf5d3555,1.0,standards_corpus,"[""database"", ""performance"", ""api""]",0.94,approved,2025-01-11T05:14:14.914857,2026-07-13T05:14:14.914857,conditional,mechanical,telecommunications,api_design,high,Design a PCI-DSS-compliant energy management system for wastewater treatment optimization in a media environment,security_policy
66c7d6c5-e31b-4b62-843e-7c57695cdefc,2.0,organizational_knowledge,"[""iot"", ""monitoring"", ""industrial""]",0.88,draft,2026-01-18T05:14:14.914891,2026-07-13T05:14:14.914891,pending,electrical,smart_cities,generate_prd,high,"Estimate the capacity requirements for inventory management system serving 1,000,000 users",api_specification
fac793b0-8cc6-4cba-bfc4-c37bb3a02b2d,1.0,standards_corpus,"[""performance"", ""migration"", ""security""]",0.71,reviewed,2024-07-22T05:14:14.914935,2026-07-13T05:14:14.914935,approved,backend,agriculture,monitoring_setup,medium,"Estimate the capacity requirements for data lake analytics platform serving 1,000,000 users",test_plan
ee989cfa-5ddc-4d45-9ee4-f590f8ceda51,1.1,standards_corpus,"[""hld"", ""migration"", ""industrial""]",0.79,rejected,2024-10-13T05:14:14.914970,2026-07-13T05:14:14.914970,pending,enterprise_architecture,utilities,risk_assessment,critical,Design the caching strategy for search engine cluster to reduce p99 latency by 90%,architecture_diagram
d045107c-7b9e-4f0f-a4bf-1c65fcd26426,1.1,domain_expert,"[""lld"", ""database"", ""deployment""]",0.91,rejected,2026-01-07T05:14:14.915004,2026-07-13T05:14:14.915004,conditional,database,defense,testing_strategy,medium,Architect a multi-tenant identity and access management system with row-level isolation,cost_analysis
f27281b1-1b13-4329-b2ea-a056409cff64,1.0,template_expansion,"[""hld"", ""monitoring"", ""migration""]",0.88,approved,2025-05-26T05:14:14.915038,2026-07-13T05:14:14.915038,pending,devops,real_estate,expand_use_case,high,Expand the use case 'traffic congestion prediction' into detailed functional specifications,monitoring_dashboard
c8e37d9d-839a-4c33-a8e3-423277d63531,1.0,organizational_knowledge,"[""lld"", ""security"", ""performance""]",0.99,draft,2024-09-12T05:14:14.915072,2026-07-13T05:14:14.915072,approved,electrical,insurance,generate_architecture,trivial,Expand the use case 'railway signaling control' into detailed functional specifications,risk_matrix
781269ab-71b5-4f80-b423-3d4ca8e67fd2,1.0,engineering_seed,"[""hld"", ""lld"", ""architecture""]",0.96,pending_review,2025-04-02T05:14:14.915105,2026-07-13T05:14:14.915105,pending,cloud,energy,deployment_planning,medium,Troubleshoot high latency occurring in laboratory information management system (LIMS) deployed on on-premises bare-metal,runbook
e206b4e7-4ab1-4b1b-93e5-1ec2bc16c544,1.1,standards_corpus,"[""api"", ""industrial"", ""deployment""]",0.97,draft,2025-05-18T05:14:14.915139,2026-07-13T05:14:14.915139,pending,software_engineering,water_management,devops_pipeline,trivial,Create a Software Requirement Specification (SRS) for remote diagnostics platform that handles sub-100ms latency,architecture_diagram
5c53b8ca-662d-4ece-9ffc-cf7f28a1715c,1.0,engineering_seed,"[""lld"", ""iot"", ""cloud""]",0.82,draft,2024-12-20T05:14:14.915172,2026-07-13T05:14:14.915172,conditional,database,defense,generate_hld,trivial,Write a product requirements document for AgriSense targeting government agencies,performance_report
23008e6f-6e65-4e08-8488-e5dcc62c796b,1.0,standards_corpus,"[""migration"", ""cloud"", ""hld""]",0.83,rejected,2025-02-12T05:14:14.915206,2026-07-13T05:14:14.915206,approved,business_analysis,healthcare,risk_assessment,high,Conduct a security review of identity and access management system handling telemetry data,solution_blueprint
0a9d8476-863d-4b2b-a5e3-37e87410327f,1.1,engineering_seed,"[""api"", ""architecture"", ""hld""]",0.89,pending_review,2025-10-13T05:14:14.915242,2026-07-13T05:14:14.915242,approved,software_engineering,smart_cities,performance_analysis,medium,Design the caching strategy for configuration management database to reduce resource utilization by 30%,cost_analysis
896b034c-5dcc-4458-b02c-d90fb6a6edbb,1.1,organizational_knowledge,"[""architecture"", ""deployment"", ""iot""]",0.95,draft,2025-08-09T05:14:14.915279,2026-07-13T05:14:14.915279,pending,electrical,retail,monitoring_setup,low,Design the monitoring and alerting infrastructure for smart grid management platform on Azure IoT Edge,solution_blueprint
ca06226c-c84f-4b1d-878e-e6c6200dcf7d,1.2,organizational_knowledge,"[""industrial"", ""database"", ""deployment""]",0.93,approved,2025-03-02T05:14:14.915313,2026-07-13T05:14:14.915313,approved,data_engineering,media,generate_lld,medium,"Plan the horizontal scaling strategy for container orchestration platform handling 100,000 requests per second",capacity_plan
840443af-3f4a-4df3-8f26-4fef108e25d7,1.0,domain_expert,"[""performance"", ""security"", ""cloud""]",0.93,reviewed,2024-10-30T05:14:14.915345,2026-07-13T05:14:14.915345,approved,frontend,government,code_review,medium,Analyze the failure modes of API gateway in hospital network,compliance_report
bd7dce36-a4ec-4233-8a10-1c02cf76e89e,1.0,template_expansion,"[""industrial"", ""database"", ""lld""]",0.91,approved,2025-08-09T05:14:14.915379,2026-07-13T05:14:14.915379,pending,frontend,utilities,testing_strategy,low,Create a low-level design for the edge gateway module of natural language processing pipeline,cost_analysis
d3370cf0-3666-4f55-9f3e-fd08ef93f030,1.1,engineering_seed,"[""security"", ""database"", ""iot""]",0.86,rejected,2025-01-07T05:14:14.915411,2026-07-13T05:14:14.915411,pending,embedded,insurance,troubleshoot,low,"Design an IoT telemetry pipeline for 1,000 sensors reporting every 1 second",test_plan
02ba8c27-8073-48cf-a169-0a5abbfb8f7c,2.0,domain_expert,"[""database"", ""migration"", ""security""]",0.87,draft,2025-01-30T05:14:14.915445,2026-07-13T05:14:14.915445,pending,ai_ml,smart_cities,disaster_recovery,high,Design a real-time event processing system for electric vehicle charging optimization using NATS,capacity_plan
47663565-0432-4754-9dae-01e9ee92f6e6,1.1,organizational_knowledge,"[""cloud"", ""monitoring"", ""industrial""]",0.98,rejected,2024-12-13T05:14:14.915476,2026-07-13T05:14:14.915476,conditional,ai_ml,utilities,api_design,trivial,Architect a multi-tenant computer vision system with database-per-tenant isolation,capacity_plan
bb3b089f-20c6-444b-a76e-86a97307ddeb,1.2,engineering_seed,"[""iot"", ""cloud"", ""monitoring""]",0.9,approved,2025-11-21T05:14:14.915509,2026-07-13T05:14:14.915509,pending,data_engineering,industrial_automation,testing_strategy,high,Conduct a security review of smart grid management platform handling classified data,test_plan
829d6ca8-d75c-41ce-b07b-50c168caf4f0,1.2,standards_corpus,"[""database"", ""migration"", ""security""]",0.91,draft,2025-11-20T05:14:14.915543,2026-07-13T05:14:14.915543,pending,automation,pharmaceuticals,generate_prs,low,Design a disaster recovery plan for laboratory information management system (LIMS) with RPO of 15 minutes and RTO of 5 minutes,architecture_diagram
62579d40-ef37-4d6f-8641-f29e01677f82,2.0,standards_corpus,"[""lld"", ""migration"", ""api""]",0.87,rejected,2026-06-28T05:14:14.915577,2026-07-13T05:14:14.915577,conditional,security,maritime,integration_design,trivial,Review the TypeScript codebase of container orchestration platform for performance,capacity_plan
84480630-f9a0-42f9-a222-96faf885048c,1.0,domain_expert,"[""migration"", ""architecture"", ""performance""]",0.77,draft,2025-05-31T05:14:14.915609,2026-07-13T05:14:14.915609,conditional,data_engineering,telecommunications,disaster_recovery,medium,Architect a multi-tenant configuration management database with row-level isolation,architecture_diagram
e8518ab5-bfa3-4ca7-9db5-a6e26093836d,1.1,standards_corpus,"[""industrial"", ""database"", ""security""]",0.98,rejected,2025-03-29T05:14:14.915643,2026-07-13T05:14:14.915643,pending,embedded,water_management,database_design,trivial,Analyze the performance bottlenecks in log aggregation platform under steady-state load,solution_blueprint
